Date,Year,Month,Day of Week,Season,Temperature (°C),Climate Type,Humidity (%),Wind Speed (km/h),Rainfall (mm),Holiday,Population Density (people/sq.km),Industrial Activity Index,Residential-Commercial Power Ratio (%),Air Quality Index (AQI),Solar Radiation (W/m²),Power Consumption (MW)
7/21/16 2:31,2016,7,Thursday,Monsoon,19.8,Cloudy,29.1,24.3,109.7,No,21300.5,58.3,65.8,343.5,999.1,3245.7
7/22/16 2:31,2016,7,Friday,Monsoon,36.9,Clear,61.5,16,39.9,No,12986,41,84.8,244.9,519,4942.2
7/23/16 2:31,2016,7,Saturday,Monsoon,16.5,Cloudy,67,25.8,4.1,No,13519.2,73,88.9,235.6,995.5,3960.9
7/24/16 2:31,2016,7,Sunday,Monsoon,21.3,Cloudy,33.9,15.8,112.4,No,15635.8,26.1,76,102.9,757.4,3527.3
7/25/16 2:31,2016,7,Monday,Monsoon,24.9,Rainy,97,32.7,93.1,No,14136.8,7.8,75.8,330.6,691.6,4095.3
7/26/16 2:31,2016,7,Tuesday,Monsoon,27.8,Clear,34,22.7,131.3,No,29428.9,34.5,71,129.1,675.7,3617.8
7/27/16 2:31,2016,7,Wednesday,Monsoon,18.5,Clear,34.2,1.7,29.3,No,10372.2,29.9,72.8,352,919.7,4086
7/28/16 2:31,2016,7,Thursday,Monsoon,14,Clear,93.2,7.1,168.2,No,22521.1,67.6,74.5,485.2,953.1,3650.8
7/29/16 2:31,2016,7,Friday,Monsoon,31.4,Clear,57.2,34.6,29.2,No,20352,55.1,64.6,165.4,260.6,4302.5
7/30/16 2:31,2016,7,Saturday,Monsoon,20.1,Cloudy,25.1,22.5,178.3,No,16465,13.8,70.9,114,544.1,2914
7/31/16 2:31,2016,7,Sunday,Monsoon,30.3,Cloudy,67.9,38,89.9,No,27751.8,90.9,84.5,60.9,947.3,3985.9
8/1/16 2:31,2016,8,Monday,Monsoon,15.4,Rainy,68.1,2.9,110,No,23403.3,59.3,65.5,220.5,443.9,3843.9
8/2/16 2:31,2016,8,Tuesday,Monsoon,26.8,Rainy,25.2,11.8,179.3,No,29967.1,45.8,81.9,146.6,309.4,3460.8
8/3/16 2:31,2016,8,Wednesday,Monsoon,28.6,Clear,97.8,7.7,60,No,13373.1,93.7,79.5,271.3,192.4,4955.3
8/4/16 2:31,2016,8,Thursday,Monsoon,11.8,Rainy,63.5,22.2,36.4,No,11757.4,9.7,61.7,285.9,637.5,3601
8/5/16 2:31,2016,8,Friday,Monsoon,21.8,Rainy,64.8,15.3,89.2,No,12787.9,79,60.7,207.2,730.2,3984.9
8/6/16 2:31,2016,8,Saturday,Monsoon,14.7,Clear,61.6,6.3,48.9,Yes,15385.8,36.5,70.6,387.5,276,3481.1
8/7/16 2:31,2016,8,Sunday,Monsoon,12.2,Clear,68.9,25.7,105.6,No,18335.7,69.5,80.8,457.2,706.3,3257.4
8/8/16 2:31,2016,8,Monday,Monsoon,44.6,Rainy,41.1,21.5,55.1,No,27252.1,93.1,69.9,145.2,909.7,4939.6
8/9/16 2:31,2016,8,Tuesday,Monsoon,21.3,Cloudy,43,11,172.9,No,15671.8,51.8,80,426.3,319.2,3409.6
8/10/16 2:31,2016,8,Wednesday,Monsoon,38.3,Rainy,60.9,19.2,121.5,No,28304.9,2.3,80,109,209.8,4535.2
8/11/16 2:31,2016,8,Thursday,Monsoon,18.9,Rainy,84.5,29.8,0,No,19258.2,2.9,84.2,152.9,851.9,4194.1
8/12/16 2:31,2016,8,Friday,Monsoon,33.9,Cloudy,24,8.2,161.1,No,22941.4,33.1,63,302.6,924.8,3962.8
8/13/16 2:31,2016,8,Saturday,Monsoon,36.6,Cloudy,68.3,11.7,66,No,15288.2,78.2,77.3,188,293.4,4948.6
8/14/16 2:31,2016,8,Sunday,Monsoon,30.8,Clear,84.5,13.8,64,No,13120.3,28.8,61.9,68.8,749.2,4790.7
8/15/16 2:31,2016,8,Monday,Monsoon,26.5,Clear,32.6,29.9,76.6,No,27389.1,33.4,65.3,182.7,631.8,3670.3
8/16/16 2:31,2016,8,Tuesday,Monsoon,24.4,Rainy,21.2,33.9,126.1,No,12190.1,78.4,69.8,457.2,315.3,3124.9
8/17/16 2:31,2016,8,Wednesday,Monsoon,22.2,Cloudy,45,15.1,88.4,No,25480.4,11.6,81.2,128.4,841.3,3817.5
8/18/16 2:31,2016,8,Thursday,Monsoon,42.5,Clear,67.1,11.9,125.7,Yes,21619.7,84.7,89.2,393.7,523.4,4431.3
8/19/16 2:31,2016,8,Friday,Monsoon,39.1,Rainy,31.1,35.6,29.4,No,27222.8,26.6,70.3,375,730.3,4405.9
8/20/16 2:31,2016,8,Saturday,Monsoon,43.8,Cloudy,54.1,40,194,No,24356.4,5.1,75.6,97.8,371.3,3960
8/21/16 2:31,2016,8,Sunday,Monsoon,14.4,Rainy,64.2,26.8,145.9,No,15633.3,11.7,67.8,198.2,834.2,3093.5
8/22/16 2:31,2016,8,Monday,Monsoon,35.6,Clear,67.9,39.6,50,No,21488.6,95.3,80.3,135.2,337.9,4415.9
8/23/16 2:31,2016,8,Tuesday,Monsoon,42.8,Clear,42,26.4,144.8,No,10261.5,45.1,71,60.4,428.3,4309.5
8/24/16 2:31,2016,8,Wednesday,Monsoon,16.3,Cloudy,52,29.3,115,No,19504.4,25.6,74.4,127.9,452.3,3175.4
8/25/16 2:31,2016,8,Thursday,Monsoon,12.3,Rainy,82.3,15.5,21.8,No,11720.3,52.1,77,140.7,285.8,4018.9
8/26/16 2:31,2016,8,Friday,Monsoon,35.9,Cloudy,95.3,17.3,35.6,No,18578.9,68.2,80.6,124.7,886.9,5225.4
8/27/16 2:31,2016,8,Saturday,Monsoon,30.1,Clear,89,5.8,8.3,No,12192.2,31.9,61.8,91,202.1,5238.2
8/28/16 2:31,2016,8,Sunday,Monsoon,39.5,Clear,65.1,32.9,161.8,No,29109.6,72.5,76.6,286.8,606.8,4157.2
8/29/16 2:31,2016,8,Monday,Monsoon,14.9,Rainy,52.8,37.2,110.3,No,20461.4,25.2,72.9,195.2,832.7,2976.3
8/30/16 2:31,2016,8,Tuesday,Monsoon,37.8,Rainy,46.6,24.9,63.3,Yes,28264.4,11.2,64,458.7,622.8,4042.6
8/31/16 2:31,2016,8,Wednesday,Monsoon,17.1,Rainy,30,13.7,25.3,No,10447.3,55,66.2,134.2,394.2,3751.6
9/1/16 2:31,2016,9,Thursday,Monsoon,15.7,Cloudy,28.5,6.2,96.8,No,22753.1,15.1,86.5,321.3,803.2,3464.4
9/2/16 2:31,2016,9,Friday,Monsoon,15.7,Rainy,75.1,10.6,105.1,No,16139.1,94,86.2,455.3,549.3,3800.8
9/3/16 2:31,2016,9,Saturday,Monsoon,38.5,Rainy,40.8,10.2,140.4,No,18636.6,0,61,71.2,246.7,4427.1
9/4/16 2:31,2016,9,Sunday,Monsoon,33.3,Clear,40.4,24.5,194,No,27461.7,75.6,80.7,282.3,385.2,3607.1
9/5/16 2:31,2016,9,Monday,Monsoon,28.3,Clear,99.9,37.8,87,No,29600.4,27.9,76.6,252.8,632.7,4222.9
9/6/16 2:31,2016,9,Tuesday,Monsoon,22.6,Rainy,35,1.9,81.2,No,14929.8,84.6,88.2,468,692.9,4033.6
9/7/16 2:31,2016,9,Wednesday,Monsoon,40.7,Rainy,31.8,0,74,No,28965.1,6,87.2,348.7,593.3,4982.8
9/8/16 2:31,2016,9,Thursday,Monsoon,23.7,Clear,27.9,24,165.4,No,23774.5,95.3,77.4,207.1,344.8,3158.7
9/9/16 2:31,2016,9,Friday,Monsoon,38.6,Rainy,66.4,11.4,31.3,No,29028.3,10.1,64.2,370.2,634.4,5209.3
9/10/16 2:31,2016,9,Saturday,Monsoon,25.4,Cloudy,70.2,35.2,68.8,No,21247.3,78.8,73.8,312.2,399.2,3922.5
9/11/16 2:31,2016,9,Sunday,Monsoon,23.2,Cloudy,49.2,13.1,145,No,29215.1,51.7,81.8,206.2,302.4,3665.1
9/12/16 2:31,2016,9,Monday,Monsoon,26.2,Cloudy,62.8,11.6,3.1,No,27849.1,43,88.6,403.4,951,4690.5
9/13/16 2:31,2016,9,Tuesday,Monsoon,20.5,Rainy,83.1,10.8,57.9,No,12571.8,28,70.9,350.7,383.4,4353.1
9/14/16 2:31,2016,9,Wednesday,Monsoon,36.2,Clear,85.4,5.8,128.3,Yes,16215.8,84.1,83.5,52.4,402.1,4405.5
9/15/16 2:31,2016,9,Thursday,Monsoon,27.6,Rainy,96.6,23.3,37.2,No,14861.3,20,80.5,439.3,907.1,4694.9
9/16/16 2:31,2016,9,Friday,Monsoon,18.1,Rainy,85.9,6.7,60.5,No,21442,72.1,62.3,228.7,228.4,4328.5
9/17/16 2:31,2016,9,Saturday,Monsoon,41.5,Clear,65.2,17,97.2,No,26056,44.6,76.7,340.5,626.1,4900.4
9/18/16 2:31,2016,9,Sunday,Monsoon,23.4,Clear,34.4,18.4,84.4,No,25188.2,99.8,65.5,228.5,805.3,3724.7
9/19/16 2:31,2016,9,Monday,Monsoon,29,Clear,28,0.8,21.2,No,24535,61.1,80.5,446.6,346.3,4608.6
9/20/16 2:31,2016,9,Tuesday,Monsoon,41.7,Cloudy,24.4,0.7,187.6,No,17505.3,10.4,78.3,342.9,859.7,4378.3
9/21/16 2:31,2016,9,Wednesday,Monsoon,31.8,Rainy,73.3,20.8,8.9,No,12792.7,42,89.2,310.7,792.7,4865.2
9/22/16 2:31,2016,9,Thursday,Monsoon,14.1,Clear,84.6,27.8,149.9,No,14211.7,6.6,88.1,491.1,537.5,3244
9/23/16 2:31,2016,9,Friday,Monsoon,42.9,Rainy,60.7,37.7,14.3,No,24833.5,28.6,60.3,176.3,206.8,4926.5
9/24/16 2:31,2016,9,Saturday,Monsoon,32,Cloudy,24.4,7.2,93.5,No,12950.7,34.3,62.4,79.4,973.1,4231.7
9/25/16 2:31,2016,9,Sunday,Monsoon,21.7,Cloudy,62.8,4.1,35.1,No,14458.9,85.3,83.1,282.2,661.8,4456.4
9/26/16 2:31,2016,9,Monday,Monsoon,14.9,Clear,94.9,2.1,28.2,No,18491.1,83.8,80.6,240.8,565.4,4509.6
9/27/16 2:31,2016,9,Tuesday,Monsoon,37.8,Clear,67.8,17.4,25.2,No,11442.2,1.2,84,254.4,896.9,5092.9
9/28/16 2:31,2016,9,Wednesday,Monsoon,31.7,Rainy,84.8,24.9,90.6,No,14253.8,53.2,68,329,479.2,4481.4
9/29/16 2:31,2016,9,Thursday,Monsoon,28.7,Clear,84,33.6,103.1,No,12995.4,22.4,85.5,326.8,607.3,4085.8
9/30/16 2:31,2016,9,Friday,Monsoon,41.3,Rainy,94.6,27.3,26.7,No,29026.4,32,73.3,226.5,872.6,5330.5
10/1/16 2:31,2016,10,Saturday,Autumn,37.6,Clear,81.6,8.3,195.9,No,13830.5,2.2,67.9,438.3,453.7,4550.1
10/2/16 2:31,2016,10,Sunday,Autumn,15.3,Rainy,79.8,18.5,51.6,No,27235.4,75,60.3,343.2,795.2,3936.4
10/3/16 2:31,2016,10,Monday,Autumn,20.9,Rainy,38.7,36.4,91.8,No,12296,95.1,86.1,450.5,330.5,3245.7
10/4/16 2:31,2016,10,Tuesday,Autumn,18.7,Rainy,24.8,13.1,43.3,No,27393.5,21.9,76.1,460.9,732.1,3705.1
10/5/16 2:31,2016,10,Wednesday,Autumn,36,Rainy,61.4,19.9,98.8,No,21988.7,34.2,89.3,125.3,559.4,4523.1
10/6/16 2:31,2016,10,Thursday,Autumn,11.2,Cloudy,30,38.3,151.2,No,26994.1,20.6,81.4,356.3,248.4,2335.4
10/7/16 2:31,2016,10,Friday,Autumn,29.9,Rainy,97,29.4,104.2,No,27347,93,62.4,192.9,222.4,4358.2
10/8/16 2:31,2016,10,Saturday,Autumn,36.7,Clear,43.2,29.9,57.1,No,21927.5,0.9,77.6,426.4,511.9,4382.4
10/9/16 2:31,2016,10,Sunday,Autumn,40.7,Cloudy,88.2,10.1,49.7,No,28353.9,58.4,60.5,379.8,739.8,5466.4
10/10/16 2:31,2016,10,Monday,Autumn,22,Cloudy,51,16.6,151.8,No,21709,87.1,76.7,139.4,643,3518
10/11/16 2:31,2016,10,Tuesday,Autumn,38.7,Rainy,45.9,3.3,23.6,No,24251.3,18.6,70.5,472.4,869.3,5211.6
10/12/16 2:31,2016,10,Wednesday,Autumn,13.9,Cloudy,94.8,24.3,74,No,18321.6,59,79.3,357.6,450.7,3786.5
10/13/16 2:31,2016,10,Thursday,Autumn,39.6,Rainy,49.1,4.1,30.3,No,28281.4,5.1,76.2,476.9,859.3,5237.5
10/14/16 2:31,2016,10,Friday,Autumn,14.5,Clear,51.2,33.4,51.6,No,26483.3,81.5,67.8,140.9,133.3,3308.6
10/15/16 2:31,2016,10,Saturday,Autumn,23.9,Rainy,28.5,32.6,30.5,No,13334.3,27.4,64.9,441.4,429.2,3675.8
10/16/16 2:31,2016,10,Sunday,Autumn,37.9,Cloudy,73.6,21.3,177.4,No,21527.8,98.9,72.1,350.6,165.7,4318
10/17/16 2:31,2016,10,Monday,Autumn,15.2,Clear,43.1,5.6,146.4,No,27936.5,92.2,89.6,298.5,927.3,3348.6
10/18/16 2:31,2016,10,Tuesday,Autumn,18,Rainy,66.8,1,112.2,No,25861.3,73.3,73.1,419.2,527.8,3988.3
10/19/16 2:31,2016,10,Wednesday,Autumn,35.3,Clear,67.3,31.9,44.9,No,29251.1,49.7,82.5,334.8,384.5,4575.2
10/20/16 2:31,2016,10,Thursday,Autumn,35.2,Clear,77.5,24,102,No,14626,76.7,61.7,351.3,543.2,4545.1
10/21/16 2:31,2016,10,Friday,Autumn,32.4,Cloudy,79.6,28.4,104.2,No,17349.2,13.1,71.4,164.2,579.6,4328.6
10/22/16 2:31,2016,10,Saturday,Autumn,34.3,Clear,61.2,12.2,118.1,No,20143.8,31,77.4,417.7,861.6,4492.5
10/23/16 2:31,2016,10,Sunday,Autumn,29,Cloudy,46.5,20.4,12,No,14653.4,2.7,82.5,342.6,588.2,4446.9
10/24/16 2:31,2016,10,Monday,Autumn,18.8,Clear,87,29.9,194.6,No,17880.9,64.5,75.9,430,488.2,3240
10/25/16 2:31,2016,10,Tuesday,Autumn,22.1,Rainy,44.8,18.5,93.1,No,20750.8,80.6,75.5,208.2,965.2,3717.4
10/26/16 2:31,2016,10,Wednesday,Autumn,16.4,Clear,60.6,24.1,185.3,No,13826.8,94.6,82.9,199.3,971.7,3016.2
10/27/16 2:31,2016,10,Thursday,Autumn,41.8,Rainy,52.1,31.6,2,No,15133.8,68.7,69.4,60.8,134.6,4969.2
10/28/16 2:31,2016,10,Friday,Autumn,30.4,Rainy,88.4,8.6,49.5,No,12496.8,73.2,62.7,395.9,736.2,4985.3
10/29/16 2:31,2016,10,Saturday,Autumn,24,Clear,54.6,2.6,20.8,No,24267.6,89.5,70.4,198.6,434.6,4590.3
10/30/16 2:31,2016,10,Sunday,Autumn,26.2,Rainy,50.9,21.3,153.9,No,17231,93.6,64.8,197.2,707.7,3622.3
10/31/16 2:31,2016,10,Monday,Autumn,43.2,Clear,75.2,2.5,64,No,14405.3,49.1,89,359.9,673.2,5539.8
11/1/16 2:31,2016,11,Tuesday,Autumn,15.4,Clear,68.2,30.7,168.1,No,20146.5,11,77.3,163.8,397.1,2996.6
11/2/16 2:31,2016,11,Wednesday,Autumn,30.5,Rainy,28.6,28.8,166.5,No,11365,46.6,73.4,459.1,988,3403.9
11/3/16 2:31,2016,11,Thursday,Autumn,27.7,Rainy,60.7,35.3,133.6,No,28468.1,55.6,87.4,292.1,421.4,3618.7
11/4/16 2:31,2016,11,Friday,Autumn,31.4,Cloudy,78.8,25.6,133.2,No,15889.4,63.2,87,486.3,668.8,4181
11/5/16 2:31,2016,11,Saturday,Autumn,10.6,Rainy,99.4,2.7,140,No,27729.3,98.9,72.5,84.5,832,3771.4
11/6/16 2:31,2016,11,Sunday,Autumn,40.5,Cloudy,70.3,10.1,134.8,No,19952.4,91.8,86.2,201.6,230.9,4853.2
11/7/16 2:31,2016,11,Monday,Autumn,42.6,Rainy,49.6,32.3,77.4,No,27003,39.6,61.9,221.7,370.5,4594.2
11/8/16 2:31,2016,11,Tuesday,Autumn,29.8,Clear,38.1,6.7,136.6,No,14941.3,11.3,86.6,378.7,279.1,4053.4
11/9/16 2:31,2016,11,Wednesday,Autumn,34.4,Rainy,89.8,27.9,179.5,No,13505.4,21.5,69.3,145.8,803.6,4161.2
11/10/16 2:31,2016,11,Thursday,Autumn,42.3,Clear,85.2,31.2,66.5,Yes,26988.2,17.4,77,218.9,821.1,4509.2
11/11/16 2:31,2016,11,Friday,Autumn,34.8,Clear,38.7,13.2,189,No,14258.5,35.6,68.1,459.8,330.3,3915.8
11/12/16 2:31,2016,11,Saturday,Autumn,15.3,Clear,36.1,12.9,2.7,No,24923.9,87.6,89.5,101.5,103.7,3856
11/13/16 2:31,2016,11,Sunday,Autumn,30.2,Cloudy,77.2,22.3,69.8,No,16891.7,43.8,62.2,385.4,481,4485.3
11/14/16 2:31,2016,11,Monday,Autumn,31.2,Rainy,45.2,34.5,26.4,No,24963.9,56.7,73.4,366.1,718.4,4192.6
11/15/16 2:31,2016,11,Tuesday,Autumn,24.8,Clear,44.5,9,25.3,No,28152.9,17.9,78.6,108.7,660.3,4381.6
11/16/16 2:31,2016,11,Wednesday,Autumn,35.8,Clear,32.2,37.7,163.1,No,29632.8,49.3,78.5,359.8,501.1,3542.2
11/17/16 2:31,2016,11,Thursday,Autumn,42.7,Cloudy,41.1,24,183.7,No,17196.2,87.4,82.2,306.4,371.7,4148.7
11/18/16 2:31,2016,11,Friday,Autumn,42.4,Rainy,54.2,39.7,155.6,No,17350.5,77.3,81.7,179.4,526.9,4090.3
11/19/16 2:31,2016,11,Saturday,Autumn,25.8,Rainy,78.6,3.6,195.3,No,29627.8,8.1,83.8,190,113.6,4026.9
11/20/16 2:31,2016,11,Sunday,Autumn,14,Cloudy,46.9,5.1,43.3,No,27230.6,86.2,67,424.8,166.5,3849.6
11/21/16 2:31,2016,11,Monday,Autumn,44.5,Cloudy,46.3,33.1,28.2,No,10901.8,27.4,71.1,154,246.4,4884.2
11/22/16 2:31,2016,11,Tuesday,Autumn,39.4,Rainy,42.8,34.6,104.1,No,21469,66.6,71.5,280.8,662.9,4183.5
11/23/16 2:31,2016,11,Wednesday,Autumn,14.4,Cloudy,58.3,17.8,165.8,No,13624.9,14.6,88.7,356.5,296.9,3115.4
11/24/16 2:31,2016,11,Thursday,Autumn,42.2,Rainy,34.5,28.6,8,No,29880.3,67.5,72.3,108.5,481,4844.9
11/25/16 2:31,2016,11,Friday,Autumn,40.4,Rainy,58.9,34.7,199.1,No,12778.5,3.6,66.7,469.6,659.3,3921.2
11/26/16 2:31,2016,11,Saturday,Autumn,28.2,Clear,76.3,1.7,120.4,No,21187,60.1,79,167.3,847.5,4534.6
11/27/16 2:31,2016,11,Sunday,Autumn,30.7,Clear,22.4,23,195.8,Yes,23304,64.6,72.8,193.5,594.7,2820.5
11/28/16 2:31,2016,11,Monday,Autumn,24,Rainy,20.8,34.1,73,No,28741.3,24.4,67.5,349.8,259.4,3358.2
11/29/16 2:31,2016,11,Tuesday,Autumn,11.9,Rainy,26,15.9,91.6,No,26945.2,93.7,81.5,85.2,956.6,3079.4
11/30/16 2:31,2016,11,Wednesday,Autumn,21.7,Rainy,62.9,12.1,150.5,No,14915.1,4.6,65.8,332.4,181,3720.9
12/1/16 2:31,2016,12,Thursday,Winter,38.1,Rainy,88.4,31.8,158.5,No,21452.5,89.2,79,462.2,430.4,4359.3
12/2/16 2:31,2016,12,Friday,Winter,10.2,Rainy,20.4,13.4,46.6,No,29071.5,38.2,72.9,162.1,929.2,3210.4
12/3/16 2:31,2016,12,Saturday,Winter,21.7,Rainy,94.9,0.1,186,No,24714.3,71.4,69.6,212.9,642.1,4100.6
12/4/16 2:31,2016,12,Sunday,Winter,23.9,Cloudy,28.5,38.4,173.5,No,23766.7,65.2,88.4,154.6,696.4,2846.7
12/5/16 2:31,2016,12,Monday,Winter,28.8,Rainy,87.4,23.7,3.6,No,25098,16.8,69.7,418.4,371.5,4822.1
12/6/16 2:31,2016,12,Tuesday,Winter,42.2,Cloudy,58.6,32.8,25.7,No,16450.1,31.9,70.4,125.4,170.7,4911.8
12/7/16 2:31,2016,12,Wednesday,Winter,22.1,Cloudy,72.7,33,99.2,No,24585,53,86.1,206,429.2,3677.3
12/8/16 2:31,2016,12,Thursday,Winter,22.1,Rainy,60.9,2.7,92.2,No,14657.1,84.7,63.9,320.5,461.9,4201.6
12/9/16 2:31,2016,12,Friday,Winter,35.8,Rainy,58.2,6.8,141.7,Yes,18562.1,95.5,63.2,232,343.2,4027.2
12/10/16 2:31,2016,12,Saturday,Winter,25.8,Cloudy,86.8,12.4,17.9,Yes,27798.6,2.1,68.5,79.5,293.9,4320.7
12/11/16 2:31,2016,12,Sunday,Winter,17.9,Cloudy,80.5,12.8,129,No,10379.4,35.3,77.7,476.5,420,3796.4
12/12/16 2:31,2016,12,Monday,Winter,25.8,Rainy,58.7,26.4,123.3,No,18286.4,66.8,71.5,202.1,675.5,3735.1
12/13/16 2:31,2016,12,Tuesday,Winter,14.9,Rainy,28.9,24.9,46.7,No,15336.4,52.8,78.3,250.5,954.1,3303.7
12/14/16 2:31,2016,12,Wednesday,Winter,16.2,Cloudy,29.2,19.8,108.5,No,13971.8,94.3,64.8,125.4,733.4,3162.9
12/15/16 2:31,2016,12,Thursday,Winter,27.4,Cloudy,84.1,8.5,44.4,No,26771.5,1.7,67.8,439.4,801.6,4822.2
12/16/16 2:31,2016,12,Friday,Winter,24.7,Cloudy,62.4,15.3,29.4,No,23930,43.8,77,181.1,375.5,4404.1
12/17/16 2:31,2016,12,Saturday,Winter,42,Clear,58.5,21.7,114.6,No,12252.7,66.9,66.5,58.9,194.2,4678.2
12/18/16 2:31,2016,12,Sunday,Winter,22.7,Cloudy,74.4,18.7,195.5,No,19889.3,21.8,72.7,192.4,362.4,3526.8
12/19/16 2:31,2016,12,Monday,Winter,30.3,Clear,88.7,5.1,47.4,No,19338.1,72.6,77.2,492.8,462.4,5064.3
12/20/16 2:31,2016,12,Tuesday,Winter,32.1,Rainy,70.3,26,71.1,No,12850.6,8.1,89.2,116.1,720.9,4434.6
12/21/16 2:31,2016,12,Wednesday,Winter,10.5,Rainy,81,2.9,51.3,No,25995.3,45.1,62.4,64,945.4,4018.2
12/22/16 2:31,2016,12,Thursday,Winter,33.2,Cloudy,81.2,15.1,53.3,No,17333.5,67.6,73.8,310.2,828.4,4904.4
12/23/16 2:31,2016,12,Friday,Winter,16.2,Rainy,48.5,28.4,80.8,Yes,25238.8,26.7,71.9,217.2,339.8,2824.4
12/24/16 2:31,2016,12,Saturday,Winter,43.6,Rainy,41.9,0.8,140.4,No,13841.3,7.4,84.7,407.7,838.3,4883.3
12/25/16 2:31,2016,12,Sunday,Winter,15.2,Rainy,84.1,22.8,7.8,No,16301.5,95.7,87,379.3,470.6,4106.3
12/26/16 2:31,2016,12,Monday,Winter,24.5,Rainy,50.2,13.4,191.4,No,11903.4,91.4,87.2,133.4,257.9,3502.6
12/27/16 2:31,2016,12,Tuesday,Winter,13,Clear,92.3,0.4,9.3,No,12869.6,92.6,71.3,304.1,515.1,4518.7
12/28/16 2:31,2016,12,Wednesday,Winter,44.9,Clear,25.6,7.6,176.3,No,27663.7,97.9,69.1,64.6,606.9,4466.7
12/29/16 2:31,2016,12,Thursday,Winter,27.6,Cloudy,24.7,37.6,178.9,No,12182.3,18.5,73.5,247.8,787.1,2978.3
12/30/16 2:31,2016,12,Friday,Winter,30.8,Cloudy,94.2,20.8,104.9,No,11914.6,15.8,70.3,371.3,414.9,4542.1
12/31/16 2:31,2016,12,Saturday,Winter,12.3,Cloudy,71.9,39.9,27.4,No,28807.5,3.4,81.6,236.7,232.1,3401.4
1/1/17 2:31,2017,1,Sunday,Winter,36.2,Rainy,50.4,21,113,No,22918.1,89.2,66.4,103.1,184.9,4331.1
1/2/17 2:31,2017,1,Monday,Winter,17.3,Rainy,80.4,21.8,125.7,No,12018.3,75.3,79.8,77.7,201.2,3607.6
1/3/17 2:31,2017,1,Tuesday,Winter,41.4,Clear,73.8,15.7,171.6,No,29434.3,63.3,87.8,434.1,955,4638.2
1/4/17 2:31,2017,1,Wednesday,Winter,17.2,Clear,62.5,12.4,110.2,No,12942,92.8,68.4,451.1,956.6,3685
1/5/17 2:31,2017,1,Thursday,Winter,16.7,Cloudy,27.9,10.1,82.1,No,25326.9,57.5,80.3,204.4,971.9,3500.9
1/6/17 2:31,2017,1,Friday,Winter,11.3,Clear,85,13.7,167.7,No,10697,13,64.3,123.9,372.2,3300.7
1/7/17 2:31,2017,1,Saturday,Winter,26.5,Clear,89.3,18.4,196.2,Yes,22490.8,17.7,63.6,490.4,272.5,3370.1
1/8/17 2:31,2017,1,Sunday,Winter,29.8,Clear,33.8,7.7,129,Yes,20934.1,13.2,63.5,295.6,982.8,3527.5
1/9/17 2:31,2017,1,Monday,Winter,12.3,Clear,88,9,174.9,No,14160.1,30.8,64.2,264.5,989.4,3441.1
1/10/17 2:31,2017,1,Tuesday,Winter,37.1,Clear,90.2,10.9,119.7,No,22862.9,37.9,66.5,383.7,170.5,4943.5
1/11/17 2:31,2017,1,Wednesday,Winter,25.9,Cloudy,64,18,138,Yes,22341.1,79.7,76.9,126,777.3,3383.6
1/12/17 2:31,2017,1,Thursday,Winter,28.4,Cloudy,72.5,26.1,137.6,No,25967,19.1,83,311,359.8,3932.2
1/13/17 2:31,2017,1,Friday,Winter,25.4,Clear,50.6,34.2,141,No,27517.5,72.5,63.8,450.6,918.4,3387.4
1/14/17 2:31,2017,1,Saturday,Winter,24,Cloudy,42.5,11.5,64.2,No,20202.1,49.1,86.1,60.4,180.3,4076
1/15/17 2:31,2017,1,Sunday,Winter,29.6,Rainy,77.8,7.3,115.1,No,19805.9,100,85.3,352.8,899.7,4534.3
1/16/17 2:31,2017,1,Monday,Winter,15.4,Clear,89,15.2,118.8,No,22431.9,77.7,81.8,298.1,102.4,3764
1/17/17 2:31,2017,1,Tuesday,Winter,16.4,Rainy,72.3,35.8,63,No,24584.2,96.9,72.8,477.9,569.8,3511.1
1/18/17 2:31,2017,1,Wednesday,Winter,40.2,Cloudy,60.9,0.4,70,No,17123.4,34.2,60,166.4,402,5259.7
1/19/17 2:31,2017,1,Thursday,Winter,43.1,Cloudy,32.7,27.1,152.4,No,20092.8,12.3,82,436.5,484.6,4178.3
1/20/17 2:31,2017,1,Friday,Winter,23.1,Rainy,24.3,19.1,116.5,No,21702.1,50.6,86.4,189,490.4,3431.6
1/21/17 2:31,2017,1,Saturday,Winter,19.5,Cloudy,55.7,6.4,29.8,No,29767.6,12.4,70.1,243.4,688.2,4252.3
1/22/17 2:31,2017,1,Sunday,Winter,32.5,Clear,23.9,12.8,167.5,No,21754.2,49.2,81.5,146,120.8,3772
1/23/17 2:31,2017,1,Monday,Winter,24.3,Rainy,65.5,9,176.6,Yes,14483.7,27,61.9,438.6,722.2,3307.7
1/24/17 2:31,2017,1,Tuesday,Winter,10.9,Clear,50.6,35.1,93.2,No,21759.8,49.1,81.3,137.9,120,2882.2
1/25/17 2:31,2017,1,Wednesday,Winter,15.5,Rainy,80.6,19.3,41.8,No,26390,95,62,436.6,266.7,3984.6
1/26/17 2:31,2017,1,Thursday,Winter,35.1,Cloudy,44.5,22.5,189.5,No,27148.1,28.9,77.6,255,646.1,3799.4
1/27/17 2:31,2017,1,Friday,Winter,33.1,Rainy,67.4,23.7,176.5,No,26005,99.3,77.9,425.8,177.8,3970.3
1/28/17 2:31,2017,1,Saturday,Winter,10.9,Rainy,63,25.6,48.9,No,27764.2,22.9,69.1,169,991.8,3421.5
